Treat,PLANT_ID,EPICHL_TRT,COLLET_TRT,RHIZOC_TRT,days,Survey.event,Treatment.code,Treat.better,NMDS1,NMDS2
Epi (-) Col (+) Rhiz (+),106,free,inoculated,inoculated,21,7,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),106,free,inoculated,inoculated,25,8,EF_CR,Col + Rhiz,0.012216471,-0.065219898
Epi (-) Col (+) Rhiz (+),106,free,inoculated,inoculated,28,9,EF_CR,Col + Rhiz,-0.052846685,-0.034199004
Epi (-) Col (+) Rhiz (+),106,free,inoculated,inoculated,32,10,EF_CR,Col + Rhiz,-0.015563854,-0.016442295
Epi (-) Col (+) Rhiz (+),106,free,inoculated,inoculated,35,11,EF_CR,Col + Rhiz,0.00789638,-0.00102731
Epi (-) Col (+) Rhiz (+),106,free,inoculated,inoculated,39,12,EF_CR,Col + Rhiz,-0.018990791,0.006417385
Epi (-) Col (+) Rhiz (+),106,free,inoculated,inoculated,42,13,EF_CR,Col + Rhiz,-0.063020865,-0.006500877
Epi (-) Rhiz (+),7,free,mock,inoculated,1,1,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),7,free,mock,inoculated,4,2,EF_R,Rhiz,0.005507197,0.036368587
Epi (-) Rhiz (+),7,free,mock,inoculated,6,3,EF_R,Rhiz,0.005507197,0.036368587
Epi (-) Rhiz (+),7,free,mock,inoculated,11,4,EF_R,Rhiz,0.005507197,0.036368587
Epi (-) Rhiz (+),7,free,mock,inoculated,14,5,EF_R,Rhiz,0.007531106,0.047383352
Epi (-) Rhiz (+),7,free,mock,inoculated,18,6,EF_R,Rhiz,0.007531106,0.047383352
Epi (-) Rhiz (+),7,free,mock,inoculated,21,7,EF_R,Rhiz,0.005507197,0.036368587
Epi (-) Rhiz (+),7,free,mock,inoculated,25,8,EF_R,Rhiz,0.01183324,0.057909672
Epi (-) Rhiz (+),7,free,mock,inoculated,28,9,EF_R,Rhiz,0.09456715,0.086240025
Epi (-) Rhiz (+),7,free,mock,inoculated,32,10,EF_R,Rhiz,0.410872448,0.603943279
Epi (-) Rhiz (+),18,free,mock,inoculated,1,1,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),18,free,mock,inoculated,4,2,EF_R,Rhiz,0.016658391,0.071388193
Epi (-) Rhiz (+),18,free,mock,inoculated,6,3,EF_R,Rhiz,0.015515617,0.075009035
Epi (-) Rhiz (+),18,free,mock,inoculated,11,4,EF_R,Rhiz,0.009657564,0.053026943
Epi (-) Rhiz (+),18,free,mock,inoculated,14,5,EF_R,Rhiz,0.002992664,0.031172651
Epi (-) Rhiz (+),18,free,mock,inoculated,18,6,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),18,free,mock,inoculated,21,7,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),18,free,mock,inoculated,25,8,EF_R,Rhiz,0.003488096,0.005895841
Epi (-) Rhiz (+),18,free,mock,inoculated,28,9,EF_R,Rhiz,0.018271505,-0.013421814
Epi (-) Rhiz (+),18,free,mock,inoculated,32,10,EF_R,Rhiz,0.018271505,-0.013421814
Epi (-) Rhiz (+),18,free,mock,inoculated,35,11,EF_R,Rhiz,-0.141728944,0.72268605
Epi (-) Rhiz (+),18,free,mock,inoculated,39,12,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),18,free,mock,inoculated,42,13,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),30,free,mock,inoculated,1,1,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),30,free,mock,inoculated,4,2,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),30,free,mock,inoculated,6,3,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),30,free,mock,inoculated,11,4,EF_R,Rhiz,0.031729138,0.116504097
Epi (-) Rhiz (+),30,free,mock,inoculated,14,5,EF_R,Rhiz,0.017748712,0.078251691
Epi (-) Rhiz (+),30,free,mock,inoculated,18,6,EF_R,Rhiz,0.01183324,0.057909672
Epi (-) Rhiz (+),30,free,mock,inoculated,21,7,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),30,free,mock,inoculated,25,8,EF_R,Rhiz,-0.034508632,0.001879256
Epi (-) Rhiz (+),30,free,mock,inoculated,28,9,EF_R,Rhiz,-0.034508632,0.001879256
Epi (-) Rhiz (+),30,free,mock,inoculated,32,10,EF_R,Rhiz,-0.022440122,0.006551858
Epi (-) Rhiz (+),30,free,mock,inoculated,35,11,EF_R,Rhiz,-0.022440122,0.006551858
Epi (-) Rhiz (+),43,free,mock,inoculated,1,1,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),43,free,mock,inoculated,4,2,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),43,free,mock,inoculated,6,3,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),43,free,mock,inoculated,11,4,EF_R,Rhiz,0.005507197,0.036368587
Epi (-) Rhiz (+),43,free,mock,inoculated,14,5,EF_R,Rhiz,0.000728476,0.021315817
Epi (-) Rhiz (+),43,free,mock,inoculated,18,6,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),43,free,mock,inoculated,21,7,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),43,free,mock,inoculated,25,8,EF_R,Rhiz,0.018271505,-0.013421814
Epi (-) Rhiz (+),43,free,mock,inoculated,28,9,EF_R,Rhiz,0.028782744,-0.023859948
Epi (-) Rhiz (+),43,free,mock,inoculated,32,10,EF_R,Rhiz,0.018271505,-0.013421814
Epi (-) Rhiz (+),43,free,mock,inoculated,35,11,EF_R,Rhiz,0.028782744,-0.023859948
Epi (-) Rhiz (+),43,free,mock,inoculated,39,12,EF_R,Rhiz,0.05043948,-0.042940766
Epi (-) Rhiz (+),43,free,mock,inoculated,42,13,EF_R,Rhiz,-0.01551374,0.008536519
Epi (-) Rhiz (+),50,free,mock,inoculated,1,1,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),50,free,mock,inoculated,4,2,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),50,free,mock,inoculated,6,3,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),50,free,mock,inoculated,11,4,EF_R,Rhiz,0.031729138,0.116504097
Epi (-) Rhiz (+),50,free,mock,inoculated,14,5,EF_R,Rhiz,0.005507197,0.036368587
Epi (-) Rhiz (+),50,free,mock,inoculated,18,6,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),50,free,mock,inoculated,21,7,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),50,free,mock,inoculated,25,8,EF_R,Rhiz,0.003488096,0.005895841
Epi (-) Rhiz (+),50,free,mock,inoculated,28,9,EF_R,Rhiz,0.003488096,0.005895841
Epi (-) Rhiz (+),50,free,mock,inoculated,32,10,EF_R,Rhiz,0.00789638,-0.00102731
Epi (-) Rhiz (+),50,free,mock,inoculated,35,11,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),50,free,mock,inoculated,39,12,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),50,free,mock,inoculated,42,13,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),52,free,mock,inoculated,1,1,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),52,free,mock,inoculated,4,2,EF_R,Rhiz,0.013600637,0.068173976
Epi (-) Rhiz (+),52,free,mock,inoculated,6,3,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),52,free,mock,inoculated,11,4,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),52,free,mock,inoculated,14,5,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),52,free,mock,inoculated,18,6,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),52,free,mock,inoculated,21,7,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),52,free,mock,inoculated,25,8,EF_R,Rhiz,-0.004287195,0.00102881
Epi (-) Rhiz (+),52,free,mock,inoculated,28,9,EF_R,Rhiz,0.00420512,-0.003839248
Epi (-) Rhiz (+),52,free,mock,inoculated,32,10,EF_R,Rhiz,-0.002841565,-0.009439819
Epi (-) Rhiz (+),52,free,mock,inoculated,35,11,EF_R,Rhiz,-0.024969856,0.005319013
Epi (-) Rhiz (+),52,free,mock,inoculated,39,12,EF_R,Rhiz,-0.071568394,-0.042822749
Epi (-) Rhiz (+),52,free,mock,inoculated,42,13,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),65,free,mock,inoculated,1,1,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),65,free,mock,inoculated,4,2,EF_R,Rhiz,0.000728476,0.021315817
Epi (-) Rhiz (+),65,free,mock,inoculated,6,3,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),65,free,mock,inoculated,11,4,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),65,free,mock,inoculated,14,5,EF_R,Rhiz,0.018271505,-0.013421814
Epi (-) Rhiz (+),65,free,mock,inoculated,18,6,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),65,free,mock,inoculated,21,7,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),65,free,mock,inoculated,25,8,EF_R,Rhiz,0.028782744,-0.023859948
Epi (-) Rhiz (+),65,free,mock,inoculated,28,9,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),65,free,mock,inoculated,32,10,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),65,free,mock,inoculated,35,11,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),65,free,mock,inoculated,39,12,EF_R,Rhiz,-0.022440122,0.006551858
Epi (-) Rhiz (+),65,free,mock,inoculated,42,13,EF_R,Rhiz,-0.009332464,0.010843526
Epi (-) Rhiz (+),103,free,mock,inoculated,1,1,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),103,free,mock,inoculated,4,2,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),103,free,mock,inoculated,6,3,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),103,free,mock,inoculated,11,4,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),103,free,mock,inoculated,14,5,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),103,free,mock,inoculated,18,6,EF_R,Rhiz,0.001510999,0.008416806
Epi (-) Rhiz (+),103,free,mock,inoculated,21,7,EF_R,Rhiz,0.004863846,0.004075939
Epi (-) Rhiz (+),103,free,mock,inoculated,25,8,EF_R,Rhiz,-0.002588592,-0.002872812
Epi (-) Rhiz (+),103,free,mock,inoculated,28,9,EF_R,Rhiz,-0.01394461,-0.023602009
Epi (-) Rhiz (+),103,free,mock,inoculated,32,10,EF_R,Rhiz,0.037033972,-0.059909949
Epi (-) Rhiz (+),103,free,mock,inoculated,35,11,EF_R,Rhiz,-0.01350073,-0.015919719
Epi (-) Rhiz (+),103,free,mock,inoculated,39,12,EF_R,Rhiz,-0.111901282,-0.102185932
Epi (-) Rhiz (+),103,free,mock,inoculated,42,13,EF_R,Rhiz,-0.051419737,-0.001839231
Epi (-) Rhiz (+),107,free,mock,inoculated,1,1,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),107,free,mock,inoculated,4,2,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),107,free,mock,inoculated,6,3,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),107,free,mock,inoculated,11,4,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),107,free,mock,inoculated,14,5,EF_R,Rhiz,-0.064770533,-0.005190806
Epi (-) Rhiz (+),107,free,mock,inoculated,18,6,EF_R,Rhiz,-0.029160988,-0.014900566
Epi (-) Rhiz (+),107,free,mock,inoculated,21,7,EF_R,Rhiz,-0.090234184,-0.256211042
Epi (-) Rhiz (+),107,free,mock,inoculated,25,8,EF_R,Rhiz,-0.21493387,-0.213782282
Epi (-) Rhiz (+),107,free,mock,inoculated,28,9,EF_R,Rhiz,-0.249967246,-0.120076141
Epi (-) Rhiz (+),107,free,mock,inoculated,32,10,EF_R,Rhiz,-0.056573901,-0.121193765
Epi (-) Rhiz (+),107,free,mock,inoculated,35,11,EF_R,Rhiz,-0.034508632,0.001879256
Epi (-) Rhiz (+),107,free,mock,inoculated,39,12,EF_R,Rhiz,-0.073094464,-0.008403376
Epi (-) Rhiz (+),107,free,mock,inoculated,42,13,EF_R,Rhiz,-0.113357185,-0.02956675
Epi (-) Rhiz (+),108,free,mock,inoculated,1,1,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),108,free,mock,inoculated,4,2,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),108,free,mock,inoculated,6,3,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),108,free,mock,inoculated,11,4,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),108,free,mock,inoculated,14,5,EF_R,Rhiz,0.018271505,-0.013421814
Epi (-) Rhiz (+),108,free,mock,inoculated,18,6,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),108,free,mock,inoculated,21,7,EF_R,Rhiz,-0.012728102,0.009405877
Epi (-) Rhiz (+),108,free,mock,inoculated,25,8,EF_R,Rhiz,-0.012728102,0.009405877
Epi (-) Rhiz (+),108,free,mock,inoculated,28,9,EF_R,Rhiz,0.000807301,-0.0071524
Epi (-) Rhiz (+),108,free,mock,inoculated,32,10,EF_R,Rhiz,0.000807301,-0.0071524
Epi (-) Rhiz (+),108,free,mock,inoculated,35,11,EF_R,Rhiz,0.003488096,0.005895841
Epi (-) Rhiz (+),108,free,mock,inoculated,39,12,EF_R,Rhiz,-0.009332464,0.010843526
Epi (-) Rhiz (+),108,free,mock,inoculated,42,13,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),120,free,mock,inoculated,21,7,EF_R,Rhiz,0.004863846,0.004075939
Epi (-) Rhiz (+),120,free,mock,inoculated,25,8,EF_R,Rhiz,0.387038859,-0.223615771
Epi (-) Rhiz (+),120,free,mock,inoculated,28,9,EF_R,Rhiz,0.018271505,-0.013421814
Epi (-) Rhiz (+),120,free,mock,inoculated,32,10,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),120,free,mock,inoculated,35,11,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),120,free,mock,inoculated,39,12,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),120,free,mock,inoculated,42,13,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),135,free,mock,inoculated,6,3,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),135,free,mock,inoculated,11,4,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),135,free,mock,inoculated,14,5,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),135,free,mock,inoculated,18,6,EF_R,Rhiz,0.028782744,-0.023859948
Epi (-) Rhiz (+),135,free,mock,inoculated,21,7,EF_R,Rhiz,0.05043948,-0.042940766
Epi (-) Rhiz (+),135,free,mock,inoculated,25,8,EF_R,Rhiz,0.034335192,-0.107319966
Epi (-) Rhiz (+),135,free,mock,inoculated,28,9,EF_R,Rhiz,0.018271505,-0.013421814
Epi (-) Rhiz (+),135,free,mock,inoculated,32,10,EF_R,Rhiz,0.018973182,-0.080461954
Epi (-) Rhiz (+),135,free,mock,inoculated,35,11,EF_R,Rhiz,0.005646397,-0.094851047
Epi (-) Rhiz (+),135,free,mock,inoculated,39,12,EF_R,Rhiz,-0.018990791,0.006417385
Epi (-) Rhiz (+),135,free,mock,inoculated,42,13,EF_R,Rhiz,-0.051419737,-0.001839231
Epi (+),1,inoculated,mock,mock,1,1,EI,Epi,-0.002578372,0.013892452
Epi (+),1,inoculated,mock,mock,4,2,EI,Epi,-0.002578372,0.013892452
Epi (+),1,inoculated,mock,mock,6,3,EI,Epi,-0.002578372,0.013892452
Epi (+),1,inoculated,mock,mock,11,4,EI,Epi,-0.002578372,0.013892452
Epi (+),1,inoculated,mock,mock,14,5,EI,Epi,-0.002578372,0.013892452
Epi (+),1,inoculated,mock,mock,18,6,EI,Epi,0.013403861,0.011359189
Epi (+),1,inoculated,mock,mock,21,7,EI,Epi,0.041291928,0.078203207
Epi (+),1,inoculated,mock,mock,25,8,EI,Epi,0.020376827,0.003067049
Epi (+),1,inoculated,mock,mock,28,9,EI,Epi,-0.002578372,0.013892452
Epi (+),1,inoculated,mock,mock,32,10,EI,Epi,-0.002578372,0.013892452
Epi (+),1,inoculated,mock,mock,35,11,EI,Epi,-0.006107475,0.012086007
Epi (+),1,inoculated,mock,mock,39,12,EI,Epi,-0.009364428,-0.001380959
Epi (+),1,inoculated,mock,mock,42,13,EI,Epi,-0.012763219,-0.040291909
Epi (+),38,inoculated,mock,mock,1,1,EI,Epi,-0.002578372,0.013892452
Epi (+),38,inoculated,mock,mock,4,2,EI,Epi,-0.002578372,0.013892452
Epi (+),38,inoculated,mock,mock,6,3,EI,Epi,-0.002578372,0.013892452
Epi (+),38,inoculated,mock,mock,11,4,EI,Epi,0.01183324,0.057909672
Epi (+),38,inoculated,mock,mock,14,5,EI,Epi,0.016658391,0.071388193
Epi (+),38,inoculated,mock,mock,18,6,EI,Epi,0.025625505,0.104820978
Epi (+),38,inoculated,mock,mock,21,7,EI,Epi,0.008922417,0.007618104
Epi (+),38,inoculated,mock,mock,25,8,EI,Epi,0.013365435,-0.005968687
Epi (+),38,inoculated,mock,mock,28,9,EI,Epi,0.03390977,-0.028394894
Epi (+),38,inoculated,mock,mock,32,10,EI,Epi,0.084460142,-0.066930296
Epi (+),38,inoculated,mock,mock,35,11,EI,Epi,-0.002578372,0.013892452
Epi (+),38,inoculated,mock,mock,39,12,EI,Epi,0.018271505,-0.013421814
Epi (+),38,inoculated,mock,mock,42,13,EI,Epi,0.018271505,-0.013421814
Epi (+),53,inoculated,mock,mock,1,1,EI,Epi,-0.002578372,0.013892452
Epi (+),53,inoculated,mock,mock,4,2,EI,Epi,-0.002578372,0.013892452
Epi (+),53,inoculated,mock,mock,6,3,EI,Epi,-0.002578372,0.013892452
Epi (+),53,inoculated,mock,mock,11,4,EI,Epi,-0.002578372,0.013892452
Epi (+),53,inoculated,mock,mock,14,5,EI,Epi,0.00789638,-0.00102731
Epi (+),53,inoculated,mock,mock,18,6,EI,Epi,-0.002578372,0.013892452
Epi (+),53,inoculated,mock,mock,21,7,EI,Epi,0.208187217,-0.151127337
Epi (+),53,inoculated,mock,mock,25,8,EI,Epi,0.039589438,-0.034234395
Epi (+),77,inoculated,mock,mock,1,1,EI,Epi,-0.002578372,0.013892452
Epi (+),77,inoculated,mock,mock,4,2,EI,Epi,-0.002578372,0.013892452
Epi (+),77,inoculated,mock,mock,6,3,EI,Epi,-0.002578372,0.013892452
Epi (+),77,inoculated,mock,mock,11,4,EI,Epi,-0.002578372,0.013892452
Epi (+),77,inoculated,mock,mock,14,5,EI,Epi,0.018271505,-0.013421814
Epi (+),77,inoculated,mock,mock,18,6,EI,Epi,0.00789638,-0.00102731
Epi (+),77,inoculated,mock,mock,21,7,EI,Epi,0.00789638,-0.00102731
Epi (+),77,inoculated,mock,mock,25,8,EI,Epi,0.05043948,-0.042940766
Epi (+),77,inoculated,mock,mock,28,9,EI,Epi,0.00789638,-0.00102731
Epi (+),77,inoculated,mock,mock,32,10,EI,Epi,0.00789638,-0.00102731
Epi (+),77,inoculated,mock,mock,35,11,EI,Epi,0.003488096,0.005895841
Epi (+),77,inoculated,mock,mock,39,12,EI,Epi,-0.019039268,-0.01897779
Epi (+),77,inoculated,mock,mock,42,13,EI,Epi,-0.00568805,-0.011038928
Epi (+),90,inoculated,mock,mock,1,1,EI,Epi,-0.002578372,0.013892452
Epi (+),90,inoculated,mock,mock,4,2,EI,Epi,-0.002578372,0.013892452
Epi (+),90,inoculated,mock,mock,6,3,EI,Epi,-0.002578372,0.013892452
Epi (+),90,inoculated,mock,mock,11,4,EI,Epi,-0.002578372,0.013892452
Epi (+),90,inoculated,mock,mock,14,5,EI,Epi,0.004863846,0.004075939
Epi (+),90,inoculated,mock,mock,18,6,EI,Epi,0.017395129,-0.060262601
Epi (+),90,inoculated,mock,mock,21,7,EI,Epi,0.046372998,-0.086572011
Epi (+),90,inoculated,mock,mock,25,8,EI,Epi,-0.019025165,-0.044286761
Epi (+),90,inoculated,mock,mock,28,9,EI,Epi,0.006805833,-0.054980849
Epi (+),90,inoculated,mock,mock,32,10,EI,Epi,-0.00762571,-0.005263024
Epi (+),90,inoculated,mock,mock,35,11,EI,Epi,-0.002578372,0.013892452
Epi (+),90,inoculated,mock,mock,39,12,EI,Epi,-0.111506475,-0.149001751
Epi (+),90,inoculated,mock,mock,42,13,EI,Epi,-0.047530632,-0.008440211
Epi (+),92,inoculated,mock,mock,1,1,EI,Epi,-0.002578372,0.013892452
Epi (+),92,inoculated,mock,mock,4,2,EI,Epi,-0.002578372,0.013892452
Epi (+),92,inoculated,mock,mock,6,3,EI,Epi,-0.002578372,0.013892452
Epi (+),92,inoculated,mock,mock,11,4,EI,Epi,-0.002578372,0.013892452
Epi (+),92,inoculated,mock,mock,14,5,EI,Epi,-0.002578372,0.013892452
Epi (+),92,inoculated,mock,mock,18,6,EI,Epi,-0.000343048,0.011098559
Epi (+),92,inoculated,mock,mock,21,7,EI,Epi,-0.002578372,0.013892452
Epi (+),92,inoculated,mock,mock,25,8,EI,Epi,0.00789638,-0.00102731
Epi (+),92,inoculated,mock,mock,28,9,EI,Epi,0.00789638,-0.00102731
Epi (+),92,inoculated,mock,mock,32,10,EI,Epi,0.018271505,-0.013421814
Epi (+),92,inoculated,mock,mock,35,11,EI,Epi,0.018271505,-0.013421814
Epi (+),92,inoculated,mock,mock,39,12,EI,Epi,0.00789638,-0.00102731
Epi (+),92,inoculated,mock,mock,42,13,EI,Epi,0.00789638,-0.00102731
Epi (+),109,inoculated,mock,mock,1,1,EI,Epi,-0.002578372,0.013892452
Epi (+),109,inoculated,mock,mock,4,2,EI,Epi,-0.002578372,0.013892452
Epi (+),109,inoculated,mock,mock,6,3,EI,Epi,-0.002578372,0.013892452
Epi (+),109,inoculated,mock,mock,11,4,EI,Epi,0.016658391,0.071388193
Epi (+),109,inoculated,mock,mock,14,5,EI,Epi,0.108469907,0.030410474
Epi (+),109,inoculated,mock,mock,18,6,EI,Epi,0.140573238,-0.007249722
Epi (+),109,inoculated,mock,mock,21,7,EI,Epi,0.146521888,-0.057702835
Epi (+),109,inoculated,mock,mock,25,8,EI,Epi,0.056628804,-0.034898736
Epi (+),109,inoculated,mock,mock,28,9,EI,Epi,0.092258988,-0.069670726
Epi (+),109,inoculated,mock,mock,32,10,EI,Epi,0.022541996,-0.010056274
Epi (+),109,inoculated,mock,mock,35,11,EI,Epi,-0.002578372,0.013892452
Epi (+),109,inoculated,mock,mock,39,12,EI,Epi,-0.002578372,0.013892452
Epi (+),109,inoculated,mock,mock,42,13,EI,Epi,-0.002578372,0.013892452
Epi (+),121,inoculated,mock,mock,1,1,EI,Epi,-0.002578372,0.013892452
Epi (+),121,inoculated,mock,mock,4,2,EI,Epi,-0.002578372,0.013892452
Epi (+),121,inoculated,mock,mock,6,3,EI,Epi,-0.002578372,0.013892452
Epi (+),121,inoculated,mock,mock,11,4,EI,Epi,0.001911309,0.025070298
Epi (+),121,inoculated,mock,mock,14,5,EI,Epi,0.001911309,0.025070298
Epi (+),121,inoculated,mock,mock,18,6,EI,Epi,0.018271505,-0.013421814
Epi (+),121,inoculated,mock,mock,21,7,EI,Epi,0.00789638,-0.00102731
Epi (+),121,inoculated,mock,mock,25,8,EI,Epi,-0.002578372,0.013892452
Epi (+),121,inoculated,mock,mock,28,9,EI,Epi,-0.002578372,0.013892452
Epi (+),121,inoculated,mock,mock,32,10,EI,Epi,-0.002578372,0.013892452
Epi (+),121,inoculated,mock,mock,35,11,EI,Epi,-0.002578372,0.013892452
Epi (+),121,inoculated,mock,mock,39,12,EI,Epi,-0.012728102,0.009405877
Epi (+),121,inoculated,mock,mock,42,13,EI,Epi,-0.006107475,0.012086007
